SubmissionDate,duration,caseid,enumname,v2_03,v2_03_1,v2_03_2,v2_03_3,v2_03_4,v2_03_5,v2_03_6,v2_03_7,v2_03_8,v2_03__44,v2_03_oth,v2_04c,v2_04b,v2_04a,v2_06_years,v2_06_months,QQ1,QQ1_1,QQ1_2,QQ1_3,QQ1_4,QQ1_5,QQ1_6,QQ1_7,QQ1_8,QQ1_9,QQ1__44,QQ1_8888,QQ1_9999,QQ1_oth,QQ2,QQ2_1,QQ2_2,QQ2_3,QQ2_4,QQ2_5,QQ2_6,QQ2_7,QQ2_8,QQ2_9,QQ2_10,QQ2__44,QQ2_8888,QQ2_9999,QQ2_oth,QQ3,QQ3_1,QQ3_2,QQ3_3,QQ3_4,QQ3_5,QQ3_6,QQ3_7,QQ3_8,QQ3_9,QQ3__44,QQ3_8888,QQ3_9999,QQ3_oth,QQ4,QQ4_1,QQ4_2,QQ4_3,QQ4_4,QQ4_8888,QQ4_oth,QQ5,QQ5a,QQ5a_date,QQ5b,QQ5b_1,QQ5b_2,QQ5b_3,QQ5b_4,QQ5b_5,QQ5b_6,QQ5b__44,QQ5b_8888,QQ5b_9999,QQ5b_oth,QQ5c,QQ5c_1,QQ5c_2,QQ5c_3,QQ5c_4,QQ5c_5,QQ5c_6,QQ5c__44,QQ5c_8888,QQ5c_9999,QQ5c_oth,QQ5c_1,QQ5c_2,v3_04,v3_04_1,v3_04_2,v3_04_3,v3_04_4,v3_04_5,v3_04_6,v3_04_7,v3_04__44,v3_04_8888,v3_04_9999,v3_04_8,v3_04_oth,QQ6,QQ6_1,QQ6_2,QQ6_3,QQ6_4,QQ6_5,QQ6_6,QQ6_7,QQ6_8,QQ6_9,QQ6_10,QQ6_11,QQ6_12,QQ6__44,QQ6_8888,QQ6_9999,QQ6_oth,QQ_comments,v4_10a,v4_10a_add,v5_05,v5_05_oth,v5_07,v5_07_1,v5_07_2,v5_07_3,v5_07_4,v5_07_5,v5_07_6,v5_07_7,v5_07__44,v5_07_8888,v5_07_9999,v5_07_oth,v5_09,v5_09_1,v5_09_2,v5_09_3,v5_09_4,v5_09_5,v5_09_6,v5_09_7,v5_09_8,v5_09_9,v5_09__44,v5_09_8888,v5_09_9999,v5_09_oth,v5_10,v5_10_1,v5_10_2,v5_10_3,v5_10_4,v5_10__44,v5_10_8888,v5_10_9999,v5_10_oth,v5_comments,v4_11a,v4_11b,v4_11b_1,v4_11b_2,v4_11b_3,v4_11b_4,v4_11b_5,v4_11b_6,v4_11b__44,v4_11b_8888,v4_11b_9999,v4_11b_oth,v4_13c,v4_13c_1,v4_13c_2,v4_13c_3,v4_13c_4,v4_13c_8888,v4_13c_9999,v4_13a,v4_13d_yn,v4_13d_mins,v4_13d_hours,v4_13d_days,v4_13b_yn,v4_13b,v4_13e,v4_13f_yn,v4_13f_mins,v4_13f_hours,v4_13f_days,v4_03,v4_03_1,v4_03_2,v4_03_3,v4_03_4,v4_03_5,v4_03_6,v4_03_7,v4_03__44,v4_03_8888,v4_03_9999,v4_03_oth,v4_03a,v4_04,v4_04_1,v4_04_2,v4_04_3,v4_04__44,v4_04_8888,v4_04_9999,v4_04_oth,v4_07,v4_07_1,v4_07_2,v4_07_3,v4_07_4,v4_07_5,v4_07_6,v4_07_7,v4_07__44,v4_07_8888,v4_07_9999,v4_07_oth,v4_comments,v3_01a,v3_01b,v3_01b_1,v3_01b_2,v3_01b_3,v3_01b_4,v3_01b__44,v3_01b_8888,v3_01b_9999,v3_01b_oth,v3_02a,v3_02,v3_05,v3_05_1,v3_05_2,v3_05_3,v3_05_4,v3_05__44,v3_05_8888,v3_05_9999,v3_05_5,v3_05_oth,v3_06,v3_06_1,v3_06_2,v3_06_3,v3_06_4,v3_06_5,v3_06_8888,v3_06__44,v3_06_9999,v3_06_oth,v3_07,v3_07_1,v3_07_2,v3_07_3,v3_07_4,v3_07_5,v3_07_6,v3_07_7,v3_07_8,v3_07_9,v3_07_10,v3_07_11,v3_07_12,v3_07__44,v3_07_8888,v3_07_9999,v3_07_oth,v3_comments,v4_01,v4_01_1,v4_01_2,v4_01_3,v4_01_4,v4_01_5,v4_01_6,v4_01_7,v4_01_8,v4_01_9,v4_01__44,v4_01_8888,v4_01_9999,v4_01_oth,v4_08a,v4_08b,v4_08b_1,v4_08b_2,v4_08b_3,v4_08b_4,v4_08b_5,v4_08b__44,v4_08b_8888,v4_08b_9999,v4_08b_oth,v4_09,v4_09_oth,v4_12a,v4_12b,v4_12b_1,v4_12b_2,v4_12b_3,v4_12b_4,v4_12b_5,v4_12b_6,v4_12b__44,v4_12b_8888,v4_12b_9999,v4_12b_oth,v5_03,v5_03_1,v5_03_2,v5_03_0,v5_03__44,v5_03_oth,v5_06,v5_06_1,v5_06_2,v5_06_3,v5_06_4,v5_06_5,v5_06_6,v5_06__44,v5_06_8888,v5_06_9999,v5_06_oth,v5_04,v5_04_1,v5_04_2,v5_04_3,v5_04_4,v5_04_5,v5_04_6,v5_04_7,v5_04_8,v5_04_9,v5_04_10,v5_04__44,v5_04_8888,v5_04_9999,v5_04_oth,endinfo_2,endinfo_3,endinfo_3a,askinfo,info_count,askinfo_loop_count,endinfo_comment
6/28/21 16:57,1796,10939,-1,8,0,0,0,0,0,0,0,1,0,,54,-1,-1,29,,1 2 3 5 7 -44,1,1,1,0,1,0,1,0,0,1,0,0,Body pain,1 3 5 6 -44,1,0,1,0,1,1,0,0,0,0,1,0,0,Dont go outside,1 3 8 -44,1,0,1,0,0,0,0,1,0,1,0,0,"Tada bata herney, hawa lagne khota ma rakhne, seprarete basne",1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3 6 -44,0,0,1,0,0,1,0,1,0,0,0,Medication person should not,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,Sutkeri haru le lagaunu hunna,5,Aru karan ko bascha covid ko gardaina,3,,5 6 -44,0,0,0,0,1,1,0,1,0,0,2m duri kayam rakhne,9,0,0,0,0,0,0,0,0,1,0,0,0,,-44,0,0,0,0,1,0,0,"Sab jana rakhera training garaye hun thiyo, gau ka aru manche haru lai pani rakhi",,1,,,,,,,,,,,,1 3,1,0,1,0,0,0,3,8888,,,,8888,,,,,,,1 4,1,0,0,1,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,"Pcr test, upachar garne thau tada cha",1,,,,,,,,,,5,2,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Pura khop paye ko chaina,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,1 2,1,1,0,0,,3,0,0,1,0,0,0,0,0,0,,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Asked can i save no so that if any trouble would lile to get help from covid alliance
6/28/21 17:19,2362,1458,-1,8,0,0,0,0,0,0,0,1,0,,37,-1,-1,12,,2 3 7 9 -44,0,1,1,0,0,0,1,0,1,1,0,0,"pet dukhne, aru rog bhayekalai samasya pardo rahecha",1 3 9,1,0,1,0,0,0,0,0,1,0,0,0,0,,3 4 8 -44,0,0,1,1,0,0,0,1,0,1,0,0,toilet chuttai,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3 7,0,0,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,4,ajkaal chai bsiyeko chaina covid l garda..sallah diencha kaile kai,2,,2 3 -44,0,1,1,0,0,0,0,1,0,0,"khol haru auda feri,manche haru pathaidinus, social distancing",3,0,0,1,0,0,0,0,0,0,0,0,0,,1 2 3 4,1,1,1,1,0,0,0,,no,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,1,20,,,1,3,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,2,0,1,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,no,1,,,,,,,,,,4,3,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 17:24,1551,5701,-1,8,0,0,0,0,0,0,0,1,0,,25,-1,-1,6,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,-44 8888,0,0,0,0,0,0,0,0,0,1,1,0,counselling,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6 7 -44,0,0,0,0,0,1,1,1,0,0,0,those who want to conceive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,aama samuha ko baithak ma ali ali.covid ko kura garincha.Dherai jaenko ta chaina,2,,6,0,0,0,0,0,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,8888,0,0,0,0,0,1,0,,not much covis cases,0,8888,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,4,8888,,,,1,7,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,4,1,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2,0,1,0,0,0,0,0,0,0,,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 17:31,1377,3914,-1,8,0,0,0,0,0,0,0,1,0,,59,-1,-1,21,,1 2 4 -44,1,1,0,1,0,0,0,0,0,1,0,0,Ghati dukhne,1 3 6 8,1,0,1,0,0,1,0,1,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,,8888,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,,2,,5 6,0,0,0,0,1,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,,2,8888,0,0,0,0,1,0,,6,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,7,5,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,1,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 17:56,1329,3451,-1,8,0,0,0,0,0,0,0,1,0,,2,-1,-1,7,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,,2 3 4,0,1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,3,,Jun-44,0,0,0,0,0,1,0,1,0,0,no bhidbhad,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,0,0,1,0,0,0,0,,"suhara bata mask , sanitizer dincha re",1,,,,,,,,,,,,1,1,0,0,0,0,0,2,8888,,,,8888,,,,,,,6,0,0,0,0,0,1,0,0,0,0,,2,1,1,0,0,0,0,0,,8888,0,0,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,1,1,3 4,0,0,1,1,0,0,0,0,,-44,0,0,0,0,0,0,1,0,"kei sodhdaina, khop lagayera hami marcham bhanchan",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,8888,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,2 5,0,1,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,she will provide me no of healthpost incharge later
6/28/21 18:25,1413,5477,-1,8,0,0,0,0,0,0,0,1,0,,25,-1,-1,24,,1 2 4 9,1,1,0,1,0,0,0,0,1,0,0,0,,1 3 5 10,1,0,1,0,1,0,0,0,0,1,0,0,0,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Ramrari hercha garne,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,3,,3 6,0,0,1,0,0,1,0,0,0,0,,-44,0,0,0,0,0,0,0,0,0,1,0,0,No medicines,1 2,1,1,0,0,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,1,1,,1,,1,3,1,0,,,,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,6,2,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9999,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,1,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 18:38,1754,6758,-1,8,0,0,0,0,0,0,0,1,0,,53,-1,-1,3,,2 3 5 9,0,1,1,0,1,0,0,0,1,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,Mar-44,0,0,1,0,0,0,0,0,0,1,0,0,"counselling, vitamin, home isolation",2 4,0,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-44,0,0,0,0,0,1,0,1,0,0,0,"heart disease, dherai bimari bjayeko lw",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"no training,",4,,3,,Jun-44,0,0,0,0,0,1,0,1,0,0,"information related to cocid prevention, social distancing, handwashing",-44,0,0,0,0,0,0,0,0,0,1,0,0,"no covid cases ,",1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,4,8888,,,,8888,,3,1,,3,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,,Jan-44,1,0,0,0,0,0,1,0,kati samay samma kaam garcha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 6 8,0,1,0,0,0,1,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,1 2,1,1,0,0,,3 5,0,0,1,0,1,0,0,0,0,,1 2 5 9,1,1,0,0,1,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,she will provide no og hp incharge later
6/28/21 18:38,1016,5382,-1,8,0,0,0,0,0,0,0,1,0,,25,-1,-1,24,,1 2 3 5,1,1,1,0,1,0,0,0,0,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,2 3 4 8,0,1,1,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,2 3 5,0,1,1,0,1,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,2 3,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,3,0,0,1,0,0,0,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,0,0,,3 6,0,0,1,0,0,1,0,0,0,0,,,1,,,,,,,,,,6,3,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 6 7 8,0,1,0,0,0,1,1,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,1 2 3,1,1,1,0,0,0,0,0,0,,1 5 7 8 9,1,0,0,0,1,0,1,1,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 19:07,1258,1188,-1,8,0,0,0,0,0,0,0,1,0,,37,-1,-1,4,,1 2 3 4 6 7,1,1,1,1,0,1,1,0,0,0,0,0,,1 3 4 5 6,1,0,1,1,1,1,0,0,0,0,0,0,0,,2 3 4,0,1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,3 4 5 6,0,0,1,1,1,1,0,0,0,0,,5 7,0,0,0,0,1,0,1,0,0,0,0,0,,2 3,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,3,1,,2,,1,7,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,0,0,,3 6,0,0,1,0,0,1,0,0,0,0,,,1,,,,,,,,,,4,3,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 5 7 8,0,1,0,0,1,0,1,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,1 2 6,1,1,0,0,0,1,0,0,0,,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 19:16,2000,684,-1,8,0,0,0,0,0,0,0,1,0,,49,-1,-1,26,,1 2 3 -44,1,1,1,0,0,0,0,0,0,1,0,0,diarrhoea,3 5,0,0,1,0,1,0,0,0,0,0,0,0,0,,2 3 4 -44,0,1,1,1,0,0,0,0,0,1,0,0,"home isolation, Usko sabai kura chuttai rskhne",1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,1 5 6 8 11,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,,3,,1,,3 6 -44,0,0,1,0,0,1,0,1,0,0,"awareness on prevention of covid, do counsel ppl whenever you meet",Jul-44,0,0,0,0,0,0,1,0,0,1,0,0,"mamche haru hamlai nai aauna didainan, sunna chahadainan
hidera jana parcja, gadi chaina,",-44,0,0,0,0,1,0,0,"free call to fchw, umbrella, bag, shoes",,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,0,,,,1,1,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,3,3,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we want vaccine for all,2 6 8,0,1,0,0,0,1,0,1,0,0,0,0,,0,,,,,,,,,,,2,,1,1 2,1,1,0,0,0,0,0,0,0,,Feb-44,0,1,0,1,9999,2 3 5,0,1,1,0,1,0,0,0,0,,1 2 5 8 9,1,1,0,0,1,0,0,1,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 19:39,1036,11439,-1,-44,0,0,0,0,0,0,0,0,1,Limbu,8,-1,-1,31,,2 7,0,1,0,0,0,0,1,0,0,0,0,0,,1 3 5 7 8,1,0,1,0,1,0,1,1,0,0,0,0,0,,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9999,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,5 6,0,0,0,0,1,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2,1,1,0,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,,,,1,1,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,8888,0,0,0,0,0,0,0,1,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 19:39,1457,14014,-1,4 8 -44,0,0,0,1,0,0,0,1,1,SherpA,33,-1,-1,3,,1 2 4 5 6 7,1,1,0,1,1,1,1,0,0,0,0,0,,1 2 5 6,1,1,0,0,1,1,0,0,0,0,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,8888,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,3 4 5 6,0,0,1,1,1,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,2 3,0,1,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,0,-44 8888 9999,0,0,0,0,1,1,1,Babay sano bhayera,2,0,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,1 2 3,1,1,1,0,0,0,0,0,0,,5 7,0,0,0,0,1,0,1,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 19:42,1448,14496,-1,8,0,0,0,0,0,0,0,1,0,,67,-1,-1,1,,1 2 7 -44,1,1,0,0,0,0,1,0,0,1,0,0,"joint pain,",1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,,-44,0,0,0,0,0,0,0,0,0,1,0,0,"not to discriminate, time to time check up, counselling,infection control protocol.follow garne",8888,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"kei training bhako cha,",3,"aama samuha baithak ma halka kura garincha
otherwise covid ko barema hudaina",1,,Jul-44,0,0,0,0,0,0,1,1,0,0,"bahira ko manche ayo bhane, khanar dinu bhannu bhako cha",9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2,1,1,0,0,0,0,0,,training kei bhako chaina,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,5,1,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,1 2 3,1,1,1,0,0,0,0,0,0,,1 2 8 9,1,1,0,0,0,0,0,1,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/28/21 20:01,1134,4296,-1,8,0,0,0,0,0,0,0,1,0,,59,-1,-1,13,,1 2 4 -44,1,1,0,1,0,0,0,0,0,1,0,0,Diarrhoea,1 3 5 7,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 3 4,0,1,1,1,0,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,,1,1,,-44,0,0,0,0,0,0,1,0,0,Safety tips,6,0,0,0,0,0,1,0,0,0,,,Everest club,1 5,1,0,0,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,5 6,0,0,0,0,1,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3 4,1,1,1,1,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,4,8888,,,,1,2,1,0,,,,1 2,1,1,0,0,0,0,0,0,0,0,,1,-44,0,0,0,1,0,0,Nagarpalika,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,4,2,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9999,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/29/21 8:46,631,7238,-1,8,0,0,0,0,0,0,0,1,0,,62,-1,-1,19,,1 2 3 4 5 7,1,1,1,1,1,0,1,0,0,0,0,0,,1 2 3 5 6,1,1,1,0,1,1,0,0,0,0,0,0,0,,2 3 8,0,1,1,0,0,0,0,1,0,0,0,0,,8888,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2 6 7,0,1,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,2 3 5,0,1,1,0,1,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,3 4,0,0,1,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,2,,,,,,,,,,7,4,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 5 6 8,0,1,0,0,1,1,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2 3 5,0,1,1,0,1,0,0,0,0,,1 2 5 7 8,1,1,0,0,1,0,1,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
